,Pin,Dispatch Center,Origin Center,Return Center,Facility City,Facility State,ODA
155,452015,Indore_BarodaArjun_L (Madhya Pradesh),Indore_BarodaArjun_H (Madhya Pradesh),Indore_BarodaArjun_L (Madhya Pradesh),Indore,Madhya Pradesh,FALSE
156,362269,Veraval_Vidhyutnagar_D (Gujarat),Veraval_Vidhyutnagar_D (Gujarat),Veraval_Vidhyutnagar_D (Gujarat),Veraval,Gujarat,TRUE
157,628712,Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam_Thoothukudi_DPP (Tamil Nadu),Vilathikulam,Tamil Nadu,TRUE
158,244235,Gajraula_JawaharN_D (Uttar Pradesh),Gajraula_JawaharN_D (Uttar Pradesh),Gajraula_JawaharN_D (Uttar Pradesh),Gajraula,Uttar Pradesh,FALSE
159,244302,Sambhal_DurgaColny_D (Uttar Pradesh),Sambhal_DurgaColny_D (Uttar Pradesh),Sambhal_DurgaColny_D (Uttar Pradesh),Sambhal,Uttar Pradesh,FALSE
160,416603,Oras_Ranbambuli_D (Maharashtra),Oras_Ranbambuli_D (Maharashtra),Oras_Ranbambuli_D (Maharashtra),Oras,Maharashtra,TRUE
161,642129,Pollachi_Srlayout_D (Tamil Nadu),Pollachi_Srlayout_D (Tamil Nadu),Pollachi_Srlayout_D (Tamil Nadu),Pollachi,Tamil Nadu,TRUE
162,825315,Phusro_Gumia_DPP (Jharkhand),Phusro_Gumia_DPP (Jharkhand),Phusro_Gumia_DPP (Jharkhand),Phusro,Jharkhand,FALSE
163,611104,Nagapattinam_AnnaiNgr_D (Tamil Nadu),Nagapattinam_AnnaiNgr_D (Tamil Nadu),Nagapattinam_AnnaiNgr_D (Tamil Nadu),Nagapattinam,Tamil Nadu,TRUE
164,503111,Kamareddy_KPRcolony_D (Telangana),Kamareddy_KPRcolony_D (Telangana),Kamareddy_KPRcolony_D (Telangana),Kamareddy,Telangana,FALSE
165,752014,Puri_Purussottamnagar_D (Orissa),Puri_Purussottamnagar_D (Orissa),Puri_Purussottamnagar_D (Orissa),Puri,Orissa,FALSE
166,829114,Phusro_RhmgjDPP_D (Jharkhand),Phusro_RhmgjDPP_D (Jharkhand),Phusro_RhmgjDPP_D (Jharkhand),Phusro,Jharkhand,TRUE
167,673592,SultanBathery_Kolagapara_D (Kerala),SultanBathery_Kolagapara_D (Kerala),SultanBathery_Kolagapara_D (Kerala),Sultan Bathery,Kerala,TRUE
168,396051,Valsad_Dharampur_D (Gujarat),Valsad_Dharampur_D (Gujarat),Valsad_Dharampur_D (Gujarat),Valsad,Gujarat,TRUE
169,306902,Sumerpur_RgukulColny_DPP (Rajasthan),Sumerpur_RgukulColny_DPP (Rajasthan),Sumerpur_RgukulColny_DPP (Rajasthan),Sumerpur,Rajasthan,TRUE
170,848101,Samastipur_RhmprRdli_D (Bihar),Samastipur_RhmprRdli_D (Bihar),Samastipur_RhmprRdli_D (Bihar),Samastipur,Bihar,FALSE
171,641015,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,FALSE
172,193198,Srinagar_Pattan_DPP (Jammu & Kashmir),Srinagar_Pattan_DPP (Jammu & Kashmir),Srinagar_Pattan_DPP (Jammu & Kashmir),Srinagar,Jammu & Kashmir,FALSE
173,638052,Erode_BharathiNagar_I (Tamil Nadu),Erode_BharathiNagar_I (Tamil Nadu),Erode_BharathiNagar_I (Tamil Nadu),Erode,Tamil Nadu,FALSE
174,686016,Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam_Ettumanoor_H (Kerala),Kottayam,Kerala,FALSE
175,854311,Araria_BusStand_D (Bihar),Araria_BusStand_D (Bihar),Araria_BusStand_D (Bihar),Araria,Bihar,FALSE
176,603109,Tirukalukundram_Kalpakkam_D (Tamil Nadu),Tirukalukundram_Kalpakkam_D (Tamil Nadu),Tirukalukundram_Kalpakkam_D (Tamil Nadu),Tirukalukundram,Tamil Nadu,FALSE
177,584140,Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur_Wadloor_I (Karnataka),Raichur,Karnataka,TRUE
178,458669,Mandsaur_Dalodarail_D (Madhya Pradesh),Mandsaur_Dalodarail_D (Madhya Pradesh),Mandsaur_Dalodarail_D (Madhya Pradesh),Mandsaur,Madhya Pradesh,FALSE
179,735231,Jholung_Gorubathan_DPP (West Bengal),Jholung_Gorubathan_DPP (West Bengal),Jholung_Gorubathan_DPP (West Bengal),Jholung,West Bengal,FALSE
180,723149,Bhaddi_Tanashi_DPP (West Bengal),Bhaddi_Tanashi_DPP (West Bengal),Bhaddi_Tanashi_DPP (West Bengal),Bhaddi,West Bengal,TRUE
181,585416,Basavakalyan_Morkhandi_DPP (Karnataka),Basavakalyan_Morkhandi_DPP (Karnataka),Basavakalyan_Morkhandi_DPP (Karnataka),Basavakalyan,Karnataka,TRUE
182,786146,Tinsukia_Lezeihoolagaon_D (Assam),Tinsukia_Lezeihoolagaon_D (Assam),Tinsukia_Lezeihoolagaon_D (Assam),Tinsukia,Assam,FALSE
183,335024,PadampurRJ_Srikaranpur_D (Rajasthan),PadampurRJ_Srikaranpur_D (Rajasthan),PadampurRJ_Srikaranpur_D (Rajasthan),PadampurRJ,Rajasthan,FALSE
184,518346,Alur_VaddeStreet_D (Andhra Pradesh),Alur_VaddeStreet_D (Andhra Pradesh),Alur_VaddeStreet_D (Andhra Pradesh),Alur,Andhra Pradesh,FALSE
185,682319,Kanjiramattom_Piravom_D (Kerala),Kanjiramattom_Piravom_D (Kerala),Kanjiramattom_Piravom_D (Kerala),Kanjiramattom,Kerala,FALSE
186,530028,Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam_Duvvada_H (Andhra Pradesh),Visakhapatnam,Andhra Pradesh,FALSE
187,731244,Khargram_BoiDPP_D (West Bengal),Khargram_BoiDPP_D (West Bengal),Khargram_BoiDPP_D (West Bengal),Khargram,West Bengal,TRUE
188,177112,Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni_Bharwain_D (Himachal Pradesh),Chintpurni,Himachal Pradesh,FALSE
189,261131,Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur,Uttar Pradesh,TRUE
190,841256,Siwan_Atarsua_D (Bihar),Siwan_Atarsua_D (Bihar),Siwan_Atarsua_D (Bihar),Siwan,Bihar,TRUE
191,209871,Bangarmau_HabibNagar_DPP (Uttar Pradesh),Bangarmau_HabibNagar_DPP (Uttar Pradesh),Bangarmau_HabibNagar_DPP (Uttar Pradesh),Bangarmau,Uttar Pradesh,FALSE
192,346002,Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar_Chitra_I (Gujarat),Bhavnagar,Gujarat,TRUE
193,591318,Gokak_LaxmiExtension_D (Karnataka),Gokak_LaxmiExtension_D (Karnataka),Gokak_LaxmiExtension_D (Karnataka),Gokak,Karnataka,TRUE
194,431710,Dharmabad_BalajiNgr_D (Maharashtra),Dharmabad_BalajiNgr_D (Maharashtra),Dharmabad_BalajiNgr_D (Maharashtra),Dharmabad,Maharashtra,TRUE
195,676109,Tirur_Talakkad_D (Kerala),Tirur_Talakkad_D (Kerala),Tirur_Talakkad_D (Kerala),Tirur,Kerala,TRUE
196,202002,Aligarh_IndustrialEstate_I (Uttar Pradesh),Aligarh_IndustrialEstate_I (Uttar Pradesh),Aligarh_IndustrialEstate_I (Uttar Pradesh),Aligarh,Uttar Pradesh,FALSE
197,843101,Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur_Gobarsahi_H (Bihar),Muzaffarpur,Bihar,TRUE
198,416531,Sawantwadi_Khaskilwada_D (Maharashtra),Sawantwadi_Khaskilwada_D (Maharashtra),Sawantwadi_Khaskilwada_D (Maharashtra),Sawantwadi,Maharashtra,TRUE
199,628617,Eral_Nazareth_D (Tamil Nadu),Eral_Nazareth_D (Tamil Nadu),Eral_Nazareth_D (Tamil Nadu),Eral,Tamil Nadu,TRUE
200,392026,Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh_Vyara_D (Gujarat),Songadh,Gujarat,TRUE
201,388239,Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor_Alnoor_DPP (Gujarat),Balasinor,Gujarat,FALSE
202,770020,Sundargarh_BndhaPli_DPP (Orissa),Sundargarh_BndhaPli_DPP (Orissa),Sundargarh_BndhaPli_DPP (Orissa),Sundargarh,Orissa,TRUE
203,743613,Baruipur_Bnsibtla_D (West Bengal),Baruipur_Bnsibtla_D (West Bengal),Baruipur_Bnsibtla_D (West Bengal),Baruipur,West Bengal,TRUE
204,637209,Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode_Kailasmplym_D (Tamil Nadu),Tiruchengode,Tamil Nadu,FALSE
205,431703,Hingoli_NandedRd_D (Maharashtra),Hingoli_NandedRd_D (Maharashtra),Hingoli_NandedRd_D (Maharashtra),Hingoli,Maharashtra,TRUE
206,769014,Rourkela_Panposh_I (Orissa),Rourkela_Panposh_I (Orissa),Rourkela_Panposh_I (Orissa),Rourkela,Orissa,FALSE
207,362630,Manavadar_Ratanpara_DPP (Gujarat),Manavadar_Ratanpara_DPP (Gujarat),Manavadar_Ratanpara_DPP (Gujarat),Manavadar,Gujarat,FALSE
208,600042,Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai_Pallikaranai_L (Tamil Nadu),Chennai,Tamil Nadu,FALSE
209,576108,Manipal_IndstrlArea_L (Karnataka),Manipal_IndstrlArea_L (Karnataka),Manipal_IndstrlArea_L (Karnataka),Manipal,Karnataka,FALSE
210,416008,Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur_HupariRd_H (Maharashtra),Kolhapur,Maharashtra,FALSE
211,636812,Denkanikottai_AnchettyRd_D (Tamil Nadu),Denkanikottai_AnchettyRd_D (Tamil Nadu),Denkanikottai_AnchettyRd_D (Tamil Nadu),Denkanikottai,Tamil Nadu,FALSE
212,425102,Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon_MIDC_I (Maharashtra),Jalgaon,Maharashtra,FALSE
213,148017,Dhuri_MalrktlaRdDPP_D (Punjab),Dhuri_MalrktlaRdDPP_D (Punjab),Dhuri_MalrktlaRdDPP_D (Punjab),Dhuri,Punjab,FALSE
214,590011,Belgaum_GandhiNgr_I (Karnataka),Belgaum_GandhiNgr_I (Karnataka),Belgaum_GandhiNgr_I (Karnataka),Belgaum,Karnataka,FALSE
215,458001,Mandsaur_Sindpan_I (Madhya Pradesh),Mandsaur_Sindpan_I (Madhya Pradesh),Mandsaur_Sindpan_I (Madhya Pradesh),Mandsaur,Madhya Pradesh,TRUE
216,272271,Menhdawal_Kabeernagar_D (Uttar Pradesh),Menhdawal_Kabeernagar_D (Uttar Pradesh),Menhdawal_Kabeernagar_D (Uttar Pradesh),Menhdawal,Uttar Pradesh,FALSE
217,757050,Rairangpur_Ichinda_D (Orissa),Rairangpur_Ichinda_D (Orissa),Rairangpur_Ichinda_D (Orissa),Rairangpur,Orissa,TRUE
218,630005,Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi_Sivaganga_D (Tamil Nadu),Karaikudi,Tamil Nadu,FALSE
219,571122,Mysore_Tnarsipura_DPP (Karnataka),Mysore_Tnarsipura_DPP (Karnataka),Mysore_Tnarsipura_DPP (Karnataka),Mysore,Karnataka,FALSE
220,673029,Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode_Central_H (Kerala),Kozhikode,Kerala,FALSE
221,176324,Bharmour_Garola_D (Himachal Pradesh),Bharmour_Garola_D (Himachal Pradesh),Bharmour_Garola_D (Himachal Pradesh),Bharmour,Himachal Pradesh,TRUE
222,756134,Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak_Mathasahi_I (Orissa),Bhadrak,Orissa,FALSE
223,491666,AmbagarhChowki_Ward14_D (Chhattisgarh),AmbagarhChowki_Ward14_D (Chhattisgarh),AmbagarhChowki_Ward14_D (Chhattisgarh),AmbagarhChowki,Chhattisgarh,FALSE
224,678501,Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad_Kodumba_D (Kerala),Palakkad,Kerala,FALSE
225,142011,Moga_Duneke_I (Punjab),Moga_Duneke_I (Punjab),Moga_Duneke_I (Punjab),Moga,Punjab,FALSE
226,784177,Biswanath_CharialiLIC_D (Assam),Biswanath_CharialiLIC_D (Assam),Biswanath_CharialiLIC_D (Assam),BiswanathCH,Assam,TRUE
227,761043,Kodala_Beguniapada_DPP (Orissa),Kodala_Beguniapada_DPP (Orissa),Kodala_Beguniapada_DPP (Orissa),Kodala,Orissa,FALSE
228,571438,Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore_Hebbalestate_H (Karnataka),Mysore,Karnataka,FALSE
229,123503,Gurgaon_Bhorakalan_L (Haryana),Gurgaon_Tauru_GW (Haryana),Gurgaon_Bhorakalan_L (Haryana),Gurgaon,Haryana,FALSE
230,784105,Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur_Dipota_H (Assam),Tezpur,Assam,TRUE
231,585333,Gulbarga_Kapnoor_I (Karnataka),Gulbarga_Kapnoor_I (Karnataka),Gulbarga_Kapnoor_I (Karnataka),Gulbarga,Karnataka,TRUE
232,388450,Anand_Borsad_D (Gujarat),Anand_Borsad_D (Gujarat),Anand_Borsad_D (Gujarat),Anand,Gujarat,FALSE
233,521402,Bonakal_SaiNagar_D (Telangana),Bonakal_SaiNagar_D (Telangana),Bonakal_SaiNagar_D (Telangana),Bonakal,Telangana,FALSE
234,171210,Nerwa_Chopal_D (Himachal Pradesh),Nerwa_Chopal_D (Himachal Pradesh),Nerwa_Chopal_D (Himachal Pradesh),Nerwa,Himachal Pradesh,FALSE
235,522258,Repalle_Ward7_D (Andhra Pradesh),Repalle_Ward7_D (Andhra Pradesh),Repalle_Ward7_D (Andhra Pradesh),Repalle,Andhra Pradesh,TRUE
236,691519,Ayoor_Anchal_D (Kerala),Ayoor_Anchal_D (Kerala),Ayoor_Anchal_D (Kerala),Ayoor,Kerala,TRUE
237,305412,Nasirabad_RamlilaChowk_DPP (Rajasthan),Nasirabad_RamlilaChowk_DPP (Rajasthan),Nasirabad_RamlilaChowk_DPP (Rajasthan),Nasirabad,Rajasthan,TRUE
238,531151,Araku_Ravvalaguda_D (Andhra Pradesh),Araku_Ravvalaguda_D (Andhra Pradesh),Araku_Ravvalaguda_D (Andhra Pradesh),Araku,Andhra Pradesh,FALSE
239,516107,Rajampet_BypassRd_D (Andhra Pradesh),Rajampet_BypassRd_D (Andhra Pradesh),Rajampet_BypassRd_D (Andhra Pradesh),Rajampet,Andhra Pradesh,TRUE
240,261404,Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur_Lachimanpur_D (Uttar Pradesh),Sitapur,Uttar Pradesh,TRUE
241,415202,Mandangad_Bhingaloli_D (Maharashtra),Mandangad_Bhingaloli_D (Maharashtra),Mandangad_Bhingaloli_D (Maharashtra),Mandangad,Maharashtra,FALSE
242,212205,Sirathu_Ward4_DPP (Uttar Pradesh),Sirathu_Ward4_DPP (Uttar Pradesh),Sirathu_Ward4_DPP (Uttar Pradesh),Sirathu,Uttar Pradesh,TRUE
243,639102,Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai_CaveryNagar_D (Tamil Nadu),Kulithalai,Tamil Nadu,TRUE
244,852216,Saharsa_NayaBzar_D (Bihar),Saharsa_NayaBzar_D (Bihar),Saharsa_NayaBzar_D (Bihar),Saharsa,Bihar,FALSE
245,273211,Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur_Tenua_H (Uttar Pradesh),Gorakhpur_Sahjanwa_L (Uttar Pradesh),Gorakhpur,Uttar Pradesh,TRUE
246,636305,Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem_Ramalingapuram_H (Tamil Nadu),Salem,Tamil Nadu,TRUE
247,500482,Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad_BalanagarPhase2_L (Telangana),Hyderabad,Telangana,FALSE
248,305628,Bijainagar_VnykaNgr_D (Rajasthan),Bijainagar_VnykaNgr_D (Rajasthan),Bijainagar_VnykaNgr_D (Rajasthan),Bijainagar,Rajasthan,FALSE
249,400022,Mumbai_Chembur_L (Maharashtra),Mumbai_Chembur_L (Maharashtra),Mumbai_Chembur_L (Maharashtra),Mumbai,Maharashtra,FALSE
250,441806,SadakArjuni_Central_D (Maharashtra),SadakArjuni_Central_D (Maharashtra),SadakArjuni_Central_D (Maharashtra),Sadak Arjuni,Maharashtra,TRUE
251,762010,Phulbani_NipiditaOfc_D (Orissa),Phulbani_NipiditaOfc_D (Orissa),Phulbani_NipiditaOfc_D (Orissa),Phulbani,Orissa,TRUE
252,532221,Palasa_Mandapam_D (Andhra Pradesh),Palasa_Mandapam_D (Andhra Pradesh),Palasa_Mandapam_D (Andhra Pradesh),Palasa,Andhra Pradesh,TRUE
253,574111,Mudarangady_Santhoor_DPP (Karnataka),Mudarangady_Santhoor_DPP (Karnataka),Mudarangady_Santhoor_DPP (Karnataka),Mudarangady,Karnataka,FALSE
254,782410,Morigaon_Nakhulagrant_D (Assam),Morigaon_Nakhulagrant_D (Assam),Morigaon_Nakhulagrant_D (Assam),Morigaon,Assam,FALSE
255,483775,Vijayraghavgarh_KymoreRd_DPP (Madhya Pradesh),Vijayraghavgarh_KymoreRd_DPP (Madhya Pradesh),Vijayraghavgarh_KymoreRd_DPP (Madhya Pradesh),Vijayraghavgarh,Madhya Pradesh,FALSE
256,841507,Malmaliya_Piarepur_D (Bihar),Malmaliya_Piarepur_D (Bihar),Malmaliya_Piarepur_D (Bihar),Malmaliya,Bihar,TRUE
257,500068,Hyderabad_Autonagar_L (Telangana),Hyderabad_Autonagar_L (Telangana),Hyderabad_Autonagar_L (Telangana),Hyderabad,Telangana,FALSE
258,462015,Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal_Pipaliya_H (Madhya Pradesh),Bhopal,Madhya Pradesh,FALSE
259,691522,Kottarakkara_MythriNagar_D (Kerala),Kottarakkara_MythriNagar_D (Kerala),Kottarakkara_MythriNagar_D (Kerala),Kottarakkara,Kerala,TRUE
260,680511,Thrissur_Koonammoochi_D (Kerala),Thrissur_Koonammoochi_D (Kerala),Thrissur_Koonammoochi_D (Kerala),Thrissur,Kerala,TRUE
261,695131,Neyatinkra_Arlumodu_D (Kerala),Neyatinkra_Arlumodu_D (Kerala),Neyatinkra_Arlumodu_D (Kerala),Neyyattinkara,Kerala,TRUE
262,203402,Siyana_Khnprstand_D (Uttar Pradesh),Siyana_Khnprstand_D (Uttar Pradesh),Siyana_Khnprstand_D (Uttar Pradesh),Siyana,Uttar Pradesh,TRUE
263,122223,Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon_Sector17_L (Haryana),Gurgaon,Haryana,FALSE
264,440025,Nagpur_Tarodi_L (Maharashtra),Nagpur_Khapari_GW (Maharashtra),Nagpur_Tarodi_L (Maharashtra),Nagpur,Maharashtra,FALSE
265,229135,Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh_Bhatkhera_D (Uttar Pradesh),Haidargarh,Uttar Pradesh,TRUE
266,785106,Majuli_Kthnibri_D (Assam),Majuli_Kthnibri_D (Assam),Majuli_Kthnibri_D (Assam),Majuli,Assam,FALSE
267,202129,Aligarh_Atrauli_D (Uttar Pradesh),Aligarh_Atrauli_D (Uttar Pradesh),Aligarh_Atrauli_D (Uttar Pradesh),Aligarh,Uttar Pradesh,TRUE
268,362510,Una_StColony_D (Gujarat),Una_StColony_D (Gujarat),Una_StColony_D (Gujarat),UNA,Gujarat,TRUE
269,335802,Hanumangarh_DhaanMandi_I (Rajasthan),Hanumangarh_DhaanMandi_I (Rajasthan),Hanumangarh_DhaanMandi_I (Rajasthan),Hanumangarh,Rajasthan,FALSE
270,614616,Pudukkottai_Lnpuram_D (Tamil Nadu),Pudukkottai_Lnpuram_D (Tamil Nadu),Pudukkottai_Lnpuram_D (Tamil Nadu),Pudukkottai,Tamil Nadu,TRUE
271,500060,Hyderabad_Autonagar_L (Telangana),Hyderabad_Autonagar_L (Telangana),Hyderabad_Autonagar_L (Telangana),Hyderabad,Telangana,FALSE
272,610111,Thiruvarur_VasanNgr_DPP (Tamil Nadu),Thiruvarur_VasanNgr_DPP (Tamil Nadu),Thiruvarur_VasanNgr_DPP (Tamil Nadu),Thiruvarur,Tamil Nadu,TRUE
273,627751,Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi_RailwayRdNew_D (Tamil Nadu),Tenkasi,Tamil Nadu,TRUE
274,151102,RampuraPhul_DC (Punjab),RampuraPhul_DC (Punjab),RampuraPhul_DC (Punjab),Rampura Phul,Punjab,TRUE
275,841305,Chhapra_Ramnagar_I (Bihar),Chhapra_Ramnagar_I (Bihar),Chhapra_Ramnagar_I (Bihar),Chhapra,Bihar,FALSE
276,638466,Mettupalayam_Belladhi_D (Tamil Nadu),Mettupalayam_Belladhi_D (Tamil Nadu),Mettupalayam_Belladhi_D (Tamil Nadu),Mettupalayam,Tamil Nadu,TRUE
277,505475,Jammikunta_ConduDPP_D (Telangana),Jammikunta_ConduDPP_D (Telangana),Jammikunta_ConduDPP_D (Telangana),Jammikunta,Telangana,FALSE
278,516163,Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah_Aravindnagar_I (Andhra Pradesh),Cuddapah,Andhra Pradesh,FALSE
279,144520,Garhshankar_BangaRoad_D (Punjab),Garhshankar_BangaRoad_D (Punjab),Garhshankar_BangaRoad_D (Punjab),Garhshanker,Punjab,TRUE
280,799010,Agartala_UttarChampamura_I (Tripura),Agartala_UttarChampamura_I (Tripura),Agartala_UttarChampamura_I (Tripura),Agartala,Tripura,FALSE
281,786152,DoomDooma_Kakopathar_D (Assam),DoomDooma_Kakopathar_D (Assam),DoomDooma_Kakopathar_D (Assam),Doom Dooma,Assam,TRUE
282,143511,Batala_Simbel_D (Punjab),Batala_Simbel_D (Punjab),Batala_Simbel_D (Punjab),Batala,Punjab,FALSE
283,384122,Unjha_SatymComplx_D (Gujarat),Unjha_SatymComplx_D (Gujarat),Unjha_SatymComplx_D (Gujarat),Unjha,Gujarat,TRUE
284,441907,Tumsar_Dewhadi_DPP (Maharashtra),Tumsar_Dewhadi_DPP (Maharashtra),Tumsar_Dewhadi_DPP (Maharashtra),Tumsar,Maharashtra,FALSE
285,532440,Palakonda_VadaiDPP_D (Andhra Pradesh),Palakonda_VadaiDPP_D (Andhra Pradesh),Palakonda_VadaiDPP_D (Andhra Pradesh),Palakonda,Andhra Pradesh,TRUE
286,781313,Barpeta_NorthDPP_D (Assam),Barpeta_NorthDPP_D (Assam),Barpeta_NorthDPP_D (Assam),Barpeta,Assam,TRUE
287,221303,Gopiganj_Gerai_D (Uttar Pradesh),Gopiganj_Gerai_D (Uttar Pradesh),Gopiganj_Gerai_D (Uttar Pradesh),Gopiganj,Uttar Pradesh,TRUE
288,464672,Silwani_Kirana_DPP (Madhya Pradesh),Silwani_Kirana_DPP (Madhya Pradesh),Silwani_Kirana_DPP (Madhya Pradesh),Silwani,Madhya Pradesh,FALSE
289,585329,Humnabad_KallurRd_DPP (Karnataka),Humnabad_KallurRd_DPP (Karnataka),Humnabad_KallurRd_DPP (Karnataka),Humnabad,Karnataka,FALSE
290,591213,Chikodi_Jainagar_D (Karnataka),Chikodi_Jainagar_D (Karnataka),Chikodi_Jainagar_D (Karnataka),Chikodi,Karnataka,FALSE
291,180011,Jammu_Gangyal_L (Jammu & Kashmir),Jammu_GangyalCRPF_H (Jammu & Kashmir),Jammu_Gangyal_L (Jammu & Kashmir),Jammu,Jammu & Kashmir,FALSE
292,752083,Daspalla_Andharkota_DPP (Orissa),Daspalla_Andharkota_DPP (Orissa),Daspalla_Andharkota_DPP (Orissa),Daspalla,Orissa,FALSE
293,622501,Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai_KannanHosp_D (Tamil Nadu),Pudukkottai,Tamil Nadu,FALSE
294,688009,Alappuzha_Pazhvedu_D (Kerala),Alappuzha_Pazhvedu_D (Kerala),Alappuzha_Pazhvedu_D (Kerala),Alappuzha,Kerala,FALSE
295,151508,Mansa_GreenVly_D (Punjab),Mansa_GreenVly_D (Punjab),Mansa_GreenVly_D (Punjab),Mansa,Punjab,FALSE
296,402120,Mangaon_ChaitanyaHotel_D (Maharashtra),Mangaon_ChaitanyaHotel_D (Maharashtra),Mangaon_ChaitanyaHotel_D (Maharashtra),Mangaon,Maharashtra,FALSE
297,804435,Tekari_BaheliyaBigha_D (Bihar),Tekari_BaheliyaBigha_D (Bihar),Tekari_BaheliyaBigha_D (Bihar),Tekari,Bihar,TRUE
298,721634,Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura_Central_D_3 (West Bengal),Panskura,West Bengal,TRUE
299,314029,Sagwara_PunarwasColony_D (Rajasthan),Sagwara_PunarwasColony_D (Rajasthan),Sagwara_PunarwasColony_D (Rajasthan),Sagwara,Rajasthan,TRUE
300,803118,BiharSharif_Sherpur_D (Bihar),BiharSharif_Sherpur_D (Bihar),BiharSharif_Sherpur_D (Bihar),Bihar Sharif,Bihar,FALSE
301,581334,Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar_ForestColony_D (Karnataka),Honnavar,Karnataka,FALSE
302,141104,Raikot_DC (Punjab),Raikot_DC (Punjab),Raikot_DC (Punjab),Raikot,Punjab,TRUE
303,445210,Yavatmal_Ner_D (Maharashtra),Yavatmal_Ner_D (Maharashtra),Yavatmal_Ner_D (Maharashtra),Yavatmal,Maharashtra,FALSE
304,632402,Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet_Gandhinagar_D (Tamil Nadu),Ranipet,Tamil Nadu,TRUE
305,641404,Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore_Kaniyur_H (Tamil Nadu),Coimbatore_Chinniyampalayam_L (Tamil Nadu),Coimbatore,Tamil Nadu,TRUE
306,516172,Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur_Bollavaram_D (Andhra Pradesh),Proddatur,Andhra Pradesh,TRUE
307,203396,Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai_Pahasu_D (Uttar Pradesh),Dibai,Uttar Pradesh,TRUE
